,id,text,bias
1275,1276,"That is why the other name of water is life . 
",2
1276,1277,"ii ) Seed Drill : It is a method of sowing the seeds through the funnel or using two or three pipes having sharp ends . 
",2
1277,1278,"Stamps : Stamps have to be affixed on different documents , applications for law suits , passports etc . 
",2
1278,1279,"In the court of Murshidabad we see a different trend. Here, after defeating Sirajuddaulah the British had successfully installed their puppet Nawabs on the throne, first Mir Zafar and then Mir Qasim. The court at Murshidabad encouraged local miniature artists to absorb the tastes and artistic styles of the British. You can see this in Fig. . This is a picture of an Id procession painted by a court painter in the late eighteenth century. Notice how local miniature artists at Murshidabad began adopting elements of European realism. They use perspective, which creates a sense of distance between objects that are near and those at a distance. They use light and shade to make the figures look life like and real. 
",2
1279,1280,"This was the time when England as well as some other European countries like Spain, Portugal, France, Holland and Germany were acquiring colonies in North and South America, Africa, and Asia. The colonies contributed to the power and wealth of these European countries. 
",2
1280,1281,"Since the ball moves along a straight line (i.e. left and right), we can use the algebraic technique of vector subtraction just discussed. 
",2
1281,1282,"The thinner the wire is , the hotter it is . 
",2
1282,1283,"Many countries of the world included the Fundamental Rights in their Constitution in order to protect Human Rights . 
",2
1283,1284,"If he thinks that want of cycle is more necessary , he can use his given money to buy the bicycle . 
",2
1284,1285,"After the death of his father Bindhusara , it is said that , Ashoka had to kill all his brothers to assume the throne , as per Buddhist traditions . 
",2
1285,1286,"Ampere can be defined in another way . 
",2
1286,1287,"Southwestern Asia has the largest petroleum reserves which are located in Saudi Arabia , Iraq , Kuwait , Iran , Bahrain , Qatar and United Arab Emirates ( UAE ) . 
",2
1287,1288,"Plantation A large farm operated by a planter employing various forms of forced labour. Plantations are associated with the production of coffee, sugarcane, tobacco, tea and cotton. 
",2
1288,1289,"(ii) What kind of road passes by the side of village Dumri? 
",2
1289,1290,"Mitosis is also termed as equational division . 
",2
1290,1291,"How did this come about? What were the social and political conditions in Russia when the revolution occurred? To answer these questions, let us look at Russia a few years before the revolution. 
",2
1291,1292,"To find the temperature of an object, the bulb of the thermometer needs to be in close contact with that object. Watch the shiny line of Mercury in the tube. The highest point on the scale, at which the rise of Mercury stops , shows the temperature of the object. 
",2
1292,1293,"Look carefully at how the tendon joins the muscle. 
",2
1293,1294,"renewable: something of which there is an unlimited supply found in nature, or which can be reused 
",2
1294,1295,"It has roots , buds , nodes and internodes . 
",2
1295,1296,". In what ways were the maps prepared by the British different from the one made by Ptolemy or Idrisi? AS 
",2
1296,1297,"A biofuel is any fuel which is produced from plant or animal waste. Methane can be produced by decomposing plants and animal waste. This is useful for farms as they can produce enough methane gas to help run their farms. The most common biofuels are made from maize, sugarcane and sorghum. The biofuels that are made can be used in vehicles or heating and cooling systems. 
",2
1297,1298,"Though the number of major industries is less in this division , thousands of small scale and medium scale industries are active here . 
",2
1298,1299,"You have learnt that our body is like a wonderful machine that performs respiration , blood circulation , digestion and excretion . 
",2
1299,1300,"Now complete the electric circuit by closing the switch . 
",2
1300,1301,"So that it now permeates every aspect of modern society . 
",2
1301,1302,"Weavers use warp, wept and zari in this process. First of all weaver put the thread roles on the vertical frame of the warping machine (Dolu) which is octagonal in shape. The warp is nearly meters long which can make sarees at a time. 
",2
1302,1303,"The biceps brachii muscle gets its name from being a two-headed muscle, attaching to the scapula at two points. Although it is commonly referred to as a `bicep', biceps is the correct form even in the singular. Similarly, the triceps brachii muscle joins at three points, and should be referred to as the triceps, whether you are talking about one or both arms. 
",2
1303,1304,"Rome was founded about years ago in the district of Latium , south of the Tiber River . 
",2
1304,1305,"These gases collected around the earth over millions of years and became the atmosphere . 
",2
1305,1306,"10th line : Knit 10 chains and join it in each hole with a half long . 
",2
1306,1307,"This condition provides increasing facilities to improve the standard of living and also to speed up development activities . 
",2
1307,1308,"These substances cause serious problems , and their use leads to addiction . 
",2
1308,1309,"On the eighth day , Durgadevi is worshipped , and on the ninth day , all weapons , vehicles , machines are cleaned and wor - shipped . 
",2
1309,1310,"The vertebrate animals of chondrichthyes and osteichthyes are fish . 
",2
1310,1311,"The endosperm is triploid i . e . three nuclei fused together to form it . 
",2
1311,1312,"These chemical compounds are absorbed by the bacteria and fungi as nutrients . 
",2
1312,1313,"It organized Sathyagrahas pressing for the integration of Karnataka and more five thousand people courted arrest . 
",2
1313,1314,"Carefully study the above photos of different animals that form part of the phylum mollusca. 
",2
1314,1315,"Depending on your teacher, he or she will either make a hot box as a demonstration in class, or else you are required to design and make your own hot box. 
",2
1315,1316,"The value of g at the centre of the earth is zero . 
",2
1316,1317,"This shows that copper is a good conductor of heat . 
",2
1317,1318,"A food chain is a series of nutrient and energy changes that moves through a chain of organisms. It always begins with a producer and terminates with decomposers. Below is an example of a simple food chain in a grassland ecosystem. The arrows show the movement of energy from one organism to another. 
",2
